"ate","id","object.pair","object.side","trial","distance.moved","mean.velocity","periphery.visits","time.in.periphery","latency.to.periphery","center.visits","time.in.center","latency.to.center","left.object.visits","time.with.left.object","left.object.latency","right.object.visits","time.with.right.object","right.object.latency","rewarding.object.colour","reward.object.side","time.with.trained.object","time.with.untrained.object","green.object.preference","rewarding.object.preference","prop.rewarding.object.preference","time.with.both.objects","total.time","trial.type"
"yes","6a","pair-1","right",6,320.104,1.06668,13,235.43,0,13,64.8635,7.40725,2,254.85,7.00686,1,5.40529,285.88,"green","left",254.85,5.40529,249.44471,249.44471,0.979230816019148,260.25529,300.2935,"training"
"no","6b","pair-1","right",6,480.78,1.6021,15,110.708,0,14,189.586,5.0049,7,137.935,0,4,30.2296,72.2708,"green","left",137.935,30.2296,107.7054,107.7054,0.820238028693316,168.1646,300.294,"training"
"yes","7a","pair-1","left",6,411.481,1.37117,12,247.042,9.00882,12,53.2521,0,3,16.4161,187.183,4,193.59,8.20804,"blue","right",193.59,16.4161,-177.1739,177.1739,0.921830365879848,210.0061,300.2941,"training"
"no","7b","pair-1","right",6,150.36,0.538398,7,201.397,0,7,78.677,164.161,1,218.414,6.40627,3,42.0412,231.627,"blue","left",218.414,42.0412,-176.3728,176.3728,0.838585676154671,260.4552,280.074,"training"
"no","8a","pair-1","right",6,723.952,2.41242,7,279.474,0,6,20.8204,18.6182,3,12.6123,18.6182,5,39.6388,4.00392,"green","left",12.6123,39.6388,-27.0265,-27.0265,0.241378650401618,52.2511,300.2944,"training"
"no","8b","pair-1","right",6,841.683,2.80473,14,258.453,0,13,41.841,22.8223,10,70.469,29.2286,8,30.63,0,"blue","left",70.469,30.63,-39.839,39.839,0.697029644210131,101.099,300.294,"training"
"yes","1a","pair-2","right",7,548.33,1.82719,14,257.852,0,13,42.4416,46.6457,6,236.632,0,5,27.627,121.119,"blue","left",236.632,27.627,-209.005,209.005,0.895454837867395,264.259,300.2936,"training"
"yes","1b","pair-2","right",7,757.051,2.52272,24,207.003,0,23,93.2913,25.4249,10,152.149,56.8557,4,64.2629,0,"green","left",152.149,64.2629,87.8861,87.8861,0.703052835819102,216.4119,300.2943,"training"
"yes","2a","pair-2","left",7,320.189,1.06696,5,280.875,0,4,19.419,241.236,2,11.8116,250.245,4,264.059,0,"blue","right",264.059,11.8116,-252.2474,252.2474,0.957184274076324,275.8706,300.294,"training"
"yes","2b","pair-2","left",7,666.999,2.22264,21,208.004,0,20,92.2904,3.20314,9,85.6839,0,7,160.557,79.2776,"blue","right",160.557,85.6839,-74.8731,74.8731,0.652032217231175,246.2409,300.2944,"training"
"yes","3a","pair-2","right",7,505.432,1.68425,12,200.596,7.60745,13,99.6976,0,6,223.018,8.80862,3,9.8096,0,"blue","left",223.018,9.8096,-213.2084,213.2084,0.957867538041023,232.8276,300.2936,"training"
"no","3b","pair-2","left",7,718.443,2.39406,18,218.013,0,17,82.2806,12.6123,8,59.8586,0,9,162.96,30.0294,"green","right",162.96,59.8586,103.1014,103.1014,0.731357256530649,222.8186,300.2936,"training"
"yes","4a","pair-2","right",7,189.348,0.630962,3,297.691,0,2,2.60255,10.21,1,290.084,10.21,0,0,300,"green","left",290.084,0,290.084,290.084,1,290.084,300.29355,"training"
"no","4b","pair-2","right",7,741.174,2.46981,21,169.166,5.60549,22,131.128,0,12,71.2698,0,6,56.2551,43.2423,"green","left",71.2698,56.2551,15.0147,15.0147,0.558869679568461,127.5249,300.294,"training"
"yes","5a","pair-2","left",7,162.892,0.542804,1,300.294,0,0,0,300,0,0,300,1,300.294,0,"green","right",300.294,0,300.294,300.294,1,300.294,300.294,"training"
"no","5b","pair-2","right",7,916.604,3.05439,17,238.433,0,16,61.8606,1.40137,5,12.0118,1.60157,6,24.4239,63.2619,"blue","left",12.0118,24.4239,12.4121,-12.4121,0.329671174150627,36.4357,300.2936,"training"
"yes","6a","pair-2","left",7,916.481,3.05398,17,221.016,2.00196,18,79.2776,0,7,72.0706,17.8174,8,72.6711,0,"green","right",72.6711,72.0706,0.600499999999997,0.600499999999997,0.502074384921553,144.7417,300.2936,"training"
"no","6b","pair-2","right",7,744.745,2.48171,18,165.162,0,17,135.132,2.00196,11,130.728,0,5,50.8498,50.049,"green","left",130.728,50.8498,79.8782,79.8782,0.71995585363409,181.5778,300.294,"training"
"yes","7a","pair-2","right",7,383.231,1.27704,9,251.046,10.6104,9,49.2482,0,1,158.355,141.939,7,81.0794,0,"blue","left",158.355,81.0794,-77.2756,77.2756,0.661371131299429,239.4344,300.2942,"training"
"yes","7b","pair-2","right",7,455.472,1.51776,13,240.035,0,12,60.259,6.40627,6,191.788,0,2,28.2276,19.419,"blue","left",191.788,28.2276,-163.5604,163.5604,0.871701824779697,220.0156,300.294,"training"
"yes","8a","pair-2","left",7,585.909,1.95242,8,275.87,0,7,24.4239,4.40431,5,28.628,44.2433,5,39.0382,4.40431,"green","right",39.0382,28.628,10.4102,10.4102,0.576923190603285,67.6662,300.2939,"training"
"no","8b","pair-2","left",7,710.628,2.36802,12,173.57,30.0294,13,126.724,0,8,123.121,12.6123,6,16.8165,0,"blue","right",16.8165,123.121,106.3045,-106.3045,0.120171505136222,139.9375,300.294,"training"
"yes","1a","pair-3","left",8,262.076,0.873314,5,284.278,0,4,16.0157,1.40137,3,18.0176,0,1,261.256,39.0382,"blue","right",261.256,18.0176,-243.2384,243.2384,0.935484055778992,279.2736,300.2937,"training"
"yes","1b","pair-3","right",8,693.388,2.31057,20,233.028,4.00392,20,67.2659,0,7,213.409,36.6359,3,30.2296,7.00686,"green","left",213.409,30.2296,183.1794,183.1794,0.875924422484779,243.6386,300.2939,"training"
"yes","2a","pair-3","right",8,171.146,0.570307,2,299.693,0,1,0.600588,260.055,1,300.294,0,0,0,300,"blue","left",300.294,0,-300.294,300.294,1,300.294,300.293588,"training"
"yes","2b","pair-3","right",8,276.248,0.920539,8,240.435,0,7,59.8586,17.4171,1,201.397,98.8968,2,75.0735,11.6114,"blue","left",201.397,75.0735,-126.3235,126.3235,0.728457466528979,276.4705,300.2936,"training"
"yes","3a","pair-3","left",8,497.058,1.65634,15,240.636,0,14,59.6584,0.600588,4,19.0186,127.124,3,245.841,0.600588,"blue","right",245.841,19.0186,-226.8224,226.8224,0.928193654298353,264.8596,300.2944,"training"
"yes","3b","pair-3","left",8,590.168,1.96661,23,132.93,0,23,167.364,1.60157,7,33.8331,1.60157,7,124.922,47.0461,"green","right",124.922,33.8331,91.0889,91.0889,0.786884956766743,158.7551,300.294,"training"
"yes","4a","pair-3","right",8,239.143,0.796895,5,291.485,0,4,8.80862,278.473,2,299.493,0,0,0,300,"green","left",299.493,0,299.493,299.493,1,299.493,300.29362,"training"
"no","4b","pair-3","right",8,884.564,2.94762,30,142.54,12.0118,30,157.754,0,11,81.2796,97.6956,11,75.6741,2.60255,"green","left",81.2796,75.6741,5.60550000000001,5.60550000000001,0.517857176989138,156.9537,300.294,"training"
"yes","5a","pair-3","left",8,201.964,0.673003,1,300.294,0,0,0,300,0,0,300,1,300.294,0,"green","right",300.294,0,300.294,300.294,1,300.294,300.294,"training"
"yes","5b","pair-3","right",8,979.711,3.26468,21,236.632,0,21,63.6623,13.6133,6,38.4376,13.4131,9,27.0265,30.8302,"blue","left",38.4376,27.0265,-11.4111,11.4111,0.587155402732185,65.4641,300.2943,"training"
"yes","6a","pair-3","left",8,742.236,2.47335,23,210.406,1.80176,23,89.888,0,7,59.0578,0,10,170.967,59.8586,"green","right",170.967,59.0578,111.9092,111.9092,0.743254640369212,230.0248,300.294,"training"
"yes","6b","pair-3","left",8,618.554,2.0612,19,157.554,7.60745,20,142.74,0,7,87.0853,0.800784,8,122.32,114.913,"green","right",122.32,87.0853,35.2347,35.2347,0.584130392115195,209.4053,300.294,"training"
"yes","7a","pair-3","right",8,789.479,2.63077,18,191.988,0,17,108.306,6.80666,8,78.677,24.8243,8,53.2521,0,"blue","left",78.677,53.2521,-25.4249,25.4249,0.596358195424664,131.9291,300.294,"training"
"no","7b","pair-3","left",8,470.762,1.56871,14,136.934,0,14,163.36,27.4269,7,91.89,35.6349,4,85.6839,0,"blue","right",85.6839,91.89,6.20610000000001,-6.20610000000001,0.482525303549677,177.5739,300.294,"training"
"yes","8a","pair-3","right",8,619.138,2.06315,7,271.666,0,6,28.628,44.6437,3,30.63,70.6692,4,24.2237,41.4406,"green","left",30.63,24.2237,6.4063,6.4063,0.558394420066468,54.8537,300.294,"training"
"no","8b","pair-3","left",8,980.551,3.26748,17,171.768,0,16,128.526,2.40235,5,57.4563,13.2129,9,21.8214,2.40235,"blue","right",21.8214,57.4563,35.6349,-35.6349,0.275252687704108,79.2777,300.294,"training"
"yes","1a","pair-1","right",9,553.865,1.84564,16,216.212,9.00882,16,84.0823,0,10,222.818,0,2,15.6153,147.945,"blue","left",222.818,15.6153,-207.2027,207.2027,0.934508728436842,238.4333,300.2943,"training"
"no","1b","pair-1","right",9,572.826,1.92552,13,222.818,2.60255,13,74.8733,54.4533,8,143.741,2.60255,3,13.6133,122.12,"green","left",143.741,13.6133,130.1277,130.1277,0.913486317183579,157.3543,297.6913,"training"
"yes","2a","pair-1","left",9,521.209,1.73682,19,202.799,0.600588,19,97.4955,0,6,79.8782,0,8,115.113,50.4494,"blue","right",115.113,79.8782,-35.2348,35.2348,0.590349718346264,194.9912,300.2945,"training"
"no","2b","pair-1","left",9,462.34,1.54065,9,165.762,9.40921,9,134.532,0,3,136.734,43.4425,3,40.6398,95.0931,"blue","right",40.6398,136.734,96.0942,-96.0942,0.229119520470329,177.3738,300.294,"training"
"yes","3a","pair-1","right",9,432.385,1.44083,12,160.157,10.6104,12,140.137,0,7,96.8949,14.2139,2,14.4141,0,"blue","left",96.8949,14.4141,-82.4808,82.4808,0.870503732851791,111.309,300.294,"training"
"no","3b","pair-1","left",9,319.278,1.06393,11,215.011,0,10,85.2835,3.80372,1,4.40431,113.711,7,240.035,0,"green","right",240.035,4.40431,235.63069,235.63069,0.981981989721702,244.43931,300.2945,"training"
"no","4a","pair-1","left",9,131.034,0.436645,5,246.441,0,5,53.8527,187.784,2,124.922,161.558,0,0,300,"green","right",0,124.922,-124.922,-124.922,0,124.922,300.2937,"training"
"no","4b","pair-1","left",9,769.779,2.56513,16,224.62,0,15,75.6741,3.20314,8,83.0813,0,8,52.8517,30.0294,"green","right",52.8517,83.0813,-30.2296,-30.2296,0.388806985794472,135.933,300.2941,"training"
"yes","5a","pair-1","right",9,889.386,2.96369,21,187.383,0,20,112.911,2.60255,7,71.0696,90.889,15,97.2953,0,"green","left",71.0696,97.2953,-26.2257,-26.2257,0.422116486274752,168.3649,300.294,"training"
"no","5b","pair-1","right",9,1026.9,3.42194,22,218.614,0,21,81.68,3.60353,6,13.4131,98.8968,13,36.0353,3.60353,"blue","left",13.4131,36.0353,22.6222,-22.6222,0.271254479416928,49.4484,300.294,"training"
"no","6a","pair-1","left",9,528.244,1.76026,11,247.642,0,10,52.6515,20.6202,5,80.2786,43.6427,4,82.6809,0,"green","right",82.6809,80.2786,2.4023,2.4023,0.507370849812377,162.9595,300.2935,"training"
"no","6b","pair-1","left",9,580.622,1.9348,16,200.997,17.0167,17,99.2972,0,6,94.2923,0,6,146.744,21.0206,"green","right",146.744,94.2923,52.4517,52.4517,0.60880456595127,241.0363,300.2942,"training"
"yes","7a","pair-1","right",9,505.793,1.68545,9,176.573,0,8,123.721,20.6202,4,110.108,6.60647,5,41.2404,44.0431,"blue","left",110.108,41.2404,-68.8676,68.8676,0.727513472226994,151.3484,300.294,"training"
"no","7b","pair-1","left",9,496.24,1.65693,11,149.747,0,11,149.947,8.80862,7,85.8841,0,4,72.0706,137.535,"blue","right",72.0706,85.8841,13.8135,-13.8135,0.456273855732055,157.9547,299.694,"training"
"no","8a","pair-1","right",9,518.329,1.72722,3,294.088,0,2,6.20608,53.6525,5,25.0245,49.6486,2,4.40431,65.8645,"green","left",25.0245,4.40431,20.62019,20.62019,0.85034019384406,29.42881,300.29408,"training"
"no","8b","pair-1","right",9,789.23,2.62995,7,254.85,20.42,7,45.4445,0,4,25.8253,28.4278,13,70.469,0,"blue","left",25.8253,70.469,44.6437,-44.6437,0.268191367505657,96.2943,300.2945,"training"
